@test|NC_008463|6537648
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name
test	NC_008463	Chromosome	PA14_15860	gene	1352097	1352708	+	
test	NC_008463	Chromosome	PA14_15870	gene	1352746	1353270	+	
test	NC_008463	Chromosome	PA14_15880	gene	1353267	1353461	+	
test	NC_008463	Chromosome	PA14_15890	gene	1353499	1354680	+	purT
test	NC_008463	Chromosome	PA14_15910	gene	1354682	1355431	+	
test	NC_008463	Chromosome	PA14_15920	gene	1355439	1356752	-	yhjE
test	NC_008463	Chromosome	PA14_15930	gene	1357056	1358348	-	yfjD
test	NC_008463	Chromosome	PA14_15940	gene	1358361	1359161	-	
test	NC_008463	Chromosome	PA14_15960	gene	1359462	1360835	+	ffh
test	NC_008463	Chromosome	PA14_15970	gene	1361045	1361296	+	rpsP
test	NC_008463	Chromosome	PA14_15980	gene	1361312	1361839	+	rimM
test	NC_008463	Chromosome	PA14_15990	gene	1361846	1362604	+	trmD
test	NC_008463	Chromosome	PA14_16000	gene	1362646	1362996	+	rplS
test	NC_008463	Chromosome	PA14_16010	gene	1363148	1363573	+	
test	NC_008463	Chromosome	PA14_16020	gene	1363643	1364329	-	
test	NC_008463	Chromosome	PA14_16030	gene	1364442	1366277	-	
test	NC_008463	Chromosome	PA14_16040	gene	1366492	1367388	+	xerD
test	NC_008463	Chromosome	PA14_16050	gene	1367515	1368243	+	dsbC
test	NC_008463	Chromosome	PA14_16070	gene	1368457	1369761	+	hom
test	NC_008463	Chromosome	PA14_16090	gene	1369814	1371223	+	thrC
test	NC_008463	Chromosome	PA14_16100	gene	1371277	1372497	-	
test	NC_008463	Chromosome	PA14_16110	gene	1372594	1372878	+	
test	NC_008463	Chromosome	PA14_16130	gene	1373065	1374294	-	
test	NC_008463	Chromosome	PA14_16140	gene	1374776	1375219	+	
test	NC_008463	Chromosome	PA14_16150	gene	1375234	1375929	+	
test	NC_008463	Chromosome	PA14_16160	gene	1375985	1376626	+	
test	NC_008463	Chromosome	PA14_16180	gene	1376662	1378728	+	
test	NC_008463	Chromosome	PA14_16190	gene	1378878	1384118	+	
test	NC_008463	Chromosome	PA14_16200	gene	1384137	1384829	+	
test	NC_008463	Chromosome	PA14_16210	gene	1384936	1385475	+	
test	NC_008463	Chromosome	PA14_16220	gene	1385519	1387234	+	recJ
test	NC_008463	Chromosome	PA14_16250	gene	1387521	1389017	+	lasB
test	NC_008463	Chromosome	PA14_16260	gene	1389187	1390293	+	
test	NC_008463	Chromosome	PA14_16270	gene	1390481	1390831	+	
test	NC_008463	Chromosome	PA14_16280	gene	1390844	1391485	-	
test	NC_008463	Chromosome	PA14_16290	gene	1391688	1392113	+	
test	NC_008463	Chromosome	PA14_16300	gene	1392121	1392282	+	
test	NC_008463	Chromosome	PA14_16310	gene	1392430	1393671	+	
test	NC_008463	Chromosome	PA14_16320	gene	1393758	1394099	-	fkbP-1
test	NC_008463	Chromosome	PA14_16330	gene	1394310	1396016	+	
test	NC_008463	Chromosome	PA14_16340	gene	1396095	1396898	-	
test	NC_008463	Chromosome	PA14_16350	gene	1397019	1397660	-	
test	NC_008463	Chromosome	PA14_16360	gene	1397984	1399846	-	
test	NC_008463	Chromosome	PA14_16370	gene	1400168	1400863	+	
test	NC_008463	Chromosome	PA14_16380	gene	1400900	1401805	-	
test	NC_008463	Chromosome	PA14_16390	gene	1401977	1403650	+	
test	NC_008463	Chromosome	PA14_16410	gene	1403759	1405378	+	
test	NC_008463	Chromosome	PA14_16430	gene	1405645	1407273	+	wspA
test	NC_008463	Chromosome	PA14_16440	gene	1407278	1407793	+	wspB
test	NC_008463	Chromosome	PA14_16450	gene	1407790	1409058	+	wspC
test	NC_008463	Chromosome	PA14_16460	gene	1409051	1409740	+	wspD
test	NC_008463	Chromosome	PA14_16470	gene	1409737	1412046	+	wspE
test	NC_008463	Chromosome	PA14_16480	gene	1412043	1413050	+	wspF
test	NC_008463	Chromosome	PA14_16500	gene	1413158	1414201	+	wspR
test	NC_008463	Chromosome	PA14_16510	gene	1414421	1415419	+	
test	NC_008463	Chromosome	PA14_16530	gene	1415600	1417105	+	lysS
test	NC_008463	Chromosome	PA14_16550	gene	1417317	1418030	+	
test	NC_008463	Chromosome	PA14_16560	gene	1418127	1418678	+	
test	NC_008463	Chromosome	PA14_16580	gene	1418687	1419982	+	
test	NC_008463	Chromosome	PA14_16590	gene	1420051	1420797	+	
test	NC_008463	Chromosome	PA14_16600	gene	1420794	1421699	+	
test	NC_008463	Chromosome	PA14_16610	gene	1421696	1422019	+	
test	NC_008463	Chromosome	PA14_16620	gene	1422016	1422537	+	
test	NC_008463	Chromosome	PA14_16630	gene	1422613	1423398	-	
test	NC_008463	Chromosome	PA14_16640	gene	1423447	1423851	-	
test	NC_008463	Chromosome	PA14_16660	gene	1424253	1426481	-	cadA
test	NC_008463	Chromosome	PA14_16670	gene	1426595	1427065	+	cadR
test	NC_008463	Chromosome	PA14_16680	gene	1427074	1427418	-	
test	NC_008463	Chromosome	PA14_16690	gene	1427626	1430262	+	ppc
test	NC_008463	Chromosome	PA14_16700	gene	1430423	1431070	+	adk
test	NC_008463	Chromosome	PA14_16710	gene	1431174	1431854	+	yeaZ
test	NC_008463	Chromosome	PA14_16720	gene	1431928	1432275	+	
test	NC_008463	Chromosome	PA14_16730	gene	1432294	1433160	+	
test	NC_008463	Chromosome	PA14_16740	gene	1433233	1434057	+	
test	NC_008463	Chromosome	PA14_16750	gene	1434062	1434757	+	
test	NC_008463	Chromosome	PA14_16770	gene	1434813	1435598	+	
test	NC_008463	Chromosome	PA14_16780	gene	1435627	1436904	+	
test	NC_008463	Chromosome	PA14_16790	gene	1436911	1437549	-	
test	NC_008463	Chromosome	PA14_16800	gene	1437645	1438748	+	
test	NC_008463	Chromosome	PA14_16820	gene	1438753	1441830	+	
test	NC_008463	Chromosome	PA14_16830	gene	1441873	1442553	-	
test	NC_008463	Chromosome	PA14_16840	gene	1442690	1443088	-	
test	NC_008463	Chromosome	PA14_16860	gene	1443231	1445735	-	plsB
test	NC_008463	Chromosome	PA14_16870	gene	1446019	1446942	+	
test	NC_008463	Chromosome	PA14_16880	gene	1446939	1447673	+	
test	NC_008463	Chromosome	PA14_16890	gene	1447684	1449531	+	
test	NC_008463	Chromosome	PA14_16910	gene	1449535	1450515	+	
test	NC_008463	Chromosome	PA14_16920	gene	1450522	1450944	-	sufE
test	NC_008463	Chromosome	PA14_16930	gene	1450941	1452146	-	csdA
test	NC_008463	Chromosome	PA14_16950	gene	1452241	1453275	-	dapD
test	NC_008463	Chromosome	PA14_16960	gene	1453305	1453928	-	
test	NC_008463	Chromosome	PA14_16970	gene	1453941	1454288	-	
test	NC_008463	Chromosome	PA14_16980	gene	1454591	1454944	+	
test	NC_008463	Chromosome	PA14_16990	gene	1454959	1455252	-	
test	NC_008463	Chromosome	PA14_17000	gene	1455574	1455933	-	
test	NC_008463	Chromosome	PA14_17010	gene	1456171	1457916	+	yjcE
test	NC_008463	Chromosome	PA14_17030	gene	1457967	1459175	-	dapC
test	NC_008463	Chromosome	PA14_17040	gene	1459193	1461895	-	glnD
test	NC_008463	Chromosome	PA14_17050	gene	1462062	1462847	-	map
test	NC_008463	Chromosome	PA14_17060	gene	1463112	1463852	+	rpsB
test	NC_008463	Chromosome	PA14_17070	gene	1463983	1464852	+	tsf
test	NC_008463	Chromosome	PA14_17080	gene	1465051	1465788	+	pyrH
test	NC_008463	Chromosome	PA14_17100	gene	1465791	1466348	+	frr
test	NC_008463	Chromosome	PA14_17110	gene	1466364	1467119	+	uppS
test	NC_008463	Chromosome	PA14_17120	gene	1467113	1467928	+	cdsA
test	NC_008463	Chromosome	PA14_17130	gene	1467925	1469115	+	dxr
test	NC_008463	Chromosome	PA14_17140	gene	1469141	1470493	+	yaeL
test	NC_008463	Chromosome	PA14_17150	gene	1470564	1472948	+	
test	NC_008463	Chromosome	PA14_17170	gene	1472999	1473505	+	ompH
test	NC_008463	Chromosome	PA14_17180	gene	1473505	1474566	+	lpxD
test	NC_008463	Chromosome	PA14_17190	gene	1474612	1475052	+	fabZ
test	NC_008463	Chromosome	PA14_17210	gene	1475049	1475825	+	lpxA
test	NC_008463	Chromosome	PA14_17220	gene	1475829	1476965	+	lpxB
test	NC_008463	Chromosome	PA14_17230	gene	1476965	1477570	+	rnhB
test	NC_008463	Chromosome	PA14_17250	gene	1477787	1479202	+	yaaJ
test	NC_008463	Chromosome	PA14_17260	gene	1479332	1482853	+	dnaE
test	NC_008463	Chromosome	PA14_17270	gene	1483003	1483953	+	accA
test	NC_008463	Chromosome	PA14_17280	gene	1484023	1485351	+	mesJ
test	NC_008463	Chromosome	PA14_17290	gene	1485522	1487150	+	pyrG
test	NC_008463	Chromosome	PA14_17310	gene	1487153	1487998	+	kdsA
test	NC_008463	Chromosome	PA14_17320	gene	1488044	1489333	+	eno
test	NC_008463	Chromosome	PA14_17330	gene	1489398	1489682	+	
test	NC_008463	Chromosome	PA14_17340	gene	1489702	1490406	+	ispD
test	NC_008463	Chromosome	PA14_17350	gene	1490467	1490715	-	
test	NC_008463	Chromosome	PA14_17370	gene	1490681	1491907	-	yedE
test	NC_008463	Chromosome	PA14_17380	gene	1491983	1492891	-	
test	NC_008463	Chromosome	PA14_17400	gene	1493023	1494135	+	adhC
test	NC_008463	Chromosome	PA14_17410	gene	1494189	1495040	+	
test	NC_008463	Chromosome	PA14_17420	gene	1495111	1495584	+	ispF
test	NC_008463	Chromosome	PA14_17440	gene	1495581	1496648	+	truD
test	NC_008463	Chromosome	PA14_17450	gene	1496636	1497385	+	surE
test	NC_008463	Chromosome	PA14_17460	gene	1497418	1498053	+	pcm
test	NC_008463	Chromosome	PA14_17470	gene	1498099	1498992	+	nlpD
test	NC_008463	Chromosome	PA14_17480	gene	1499097	1500101	+	rpoS
test	NC_008463	Chromosome	PA3621.1	gene	1500351	1500466	+	
test	NC_008463	Chromosome	PA14_17490	gene	1500527	1500850	-	fdxA
test	NC_008463	Chromosome	PA14_17500	gene	1500917	1503484	-	mutS
test	NC_008463	Chromosome	PA14_17510	gene	1503610	1504617	-	
test	NC_008463	Chromosome	PA14_17520	gene	1504765	1505271	+	cinA
test	NC_008463	Chromosome	PA14_17530	gene	1505405	1506445	+	recA
test	NC_008463	Chromosome	PA14_17540	gene	1506451	1506912	+	recX
test	NC_008463	Chromosome	PA14_17550	gene	1506934	1508004	-	
test	NC_008463	Chromosome	PA14_17570	gene	1508087	1509490	-	
test	NC_008463	Chromosome	PA14_17580	gene	1509670	1512075	+	
test	NC_008463	Chromosome	PA14_17590	gene	1512199	1512420	-	
test	NC_008463	Chromosome	PA14_17600	gene	1512439	1512849	-	
test	NC_008463	Chromosome	PA14_17610	gene	1513025	1514089	-	potD
test	NC_008463	Chromosome	PA14_17620	gene	1514178	1514948	-	potC
test	NC_008463	Chromosome	PA14_17630	gene	1514941	1515834	-	potB
test	NC_008463	Chromosome	PA14_17640	gene	1515839	1516930	-	potA
test	NC_008463	Chromosome	PA14_17650	gene	1517189	1517905	+	
test	NC_008463	Chromosome	PA14_17660	gene	1517909	1518835	-	
test	NC_008463	Chromosome	PA14_17670	gene	1518968	1519621	+	
test	NC_008463	Chromosome	PA14_17675	gene	1519693	1520064	+	dgkA
test	NC_008463	Chromosome	PA14_17690	gene	1520134	1521744	-	
test	NC_008463	Chromosome	PA14_17700	gene	1521988	1522251	+	rpmE2
test	NC_008463	Chromosome	PA14_17710	gene	1522251	1522403	+	rpmJ
test	NC_008463	Chromosome	PA14_17720	gene	1522431	1523216	-	
test	NC_008463	Chromosome	PA14_17730	gene	1523344	1524159	+	
test	NC_008463	Chromosome	PA14_17740	gene	1524359	1525681	+	ycjJ
test	NC_008463	Chromosome	PA14_17760	gene	1525771	1526844	+	ada
test	NC_008463	Chromosome	PA14_17780	gene	1526841	1528250	-	
test	NC_008463	Chromosome	PA14_17790	gene	1528469	1529356	-	
test	NC_008463	Chromosome	PA14_17810	gene	1529470	1531197	+	
test	NC_008463	Chromosome	PA14_17820	gene	1531236	1532423	+	
test	NC_008463	Chromosome	PA14_17850	gene	1532483	1533280	+	fadB
test	NC_008463	Chromosome	PA14_17860	gene	1533277	1534809	+	paaH
test	NC_008463	Chromosome	PA14_17880	gene	1534832	1536037	+	paaJ
test	NC_008463	Chromosome	PA14_17890	gene	1536090	1537340	+	
test	NC_008463	Chromosome	PA14_17900	gene	1537346	1538266	-	metR
test	NC_008463	Chromosome	PA14_17910	gene	1538565	1539551	+	lipG
test	NC_008463	Chromosome	PA14_17920	gene	1539568	1539897	-	glpM
test	NC_008463	Chromosome	PA14_17930	gene	1540030	1541568	-	glpD
test	NC_008463	Chromosome	PA14_17940	gene	1541847	1542602	-	glpR
test	NC_008463	Chromosome	PA14_17960	gene	1542808	1544325	-	glpK
test	NC_008463	Chromosome	PA14_17980	gene	1544365	1545204	-	glpF
test	NC_008463	Chromosome	PA14_17990	gene	1545469	1545939	+	ybaK
test	NC_008463	Chromosome	PA14_18010	gene	1546003	1547487	+	glpK
test	NC_008463	Chromosome	PA14_18020	gene	1547683	1548468	+	
test	NC_008463	Chromosome	PA14_18040	gene	1549283	1549459	+	
test	NC_008463	Chromosome	PA14_18050	gene	1549571	1549993	-	
test	NC_008463	Chromosome	PA14_18060	gene	1550092	1550622	-	
test	NC_008463	Chromosome	PA14_18070	gene	1550805	1551002	+	
test	NC_008463	Chromosome	PA14_18080	gene	1550981	1551619	-	
test	NC_008463	Chromosome	PA14_18090	gene	1551985	1553163	+	
test	NC_008463	Chromosome	PA14_18100	gene	1553171	1553347	-	
test	NC_008463	Chromosome	PA14_18110	gene	1553474	1554397	-	mmsR
test	NC_008463	Chromosome	PA14_18120	gene	1554529	1556022	+	mmsA
test	NC_008463	Chromosome	PA14_18140	gene	1556038	1556934	+	mmsB
test	NC_008463	Chromosome	PA14_18150	gene	1557036	1558922	+	acsL
test	NC_008463	Chromosome	PA14_18160	gene	1558980	1559993	-	
test	NC_008463	Chromosome	PA14_18180	gene	1560015	1560308	-	
test	NC_008463	Chromosome	PA14_18200	gene	1560404	1561324	+	
test	NC_008463	Chromosome	PA14_18210	gene	1561612	1562289	-	
test	NC_008463	Chromosome	PA14_18230	gene	1562402	1563391	-	fruR
test	NC_008463	Chromosome	PA14_18250	gene	1563719	1566589	+	fruI
test	NC_008463	Chromosome	PA14_18260	gene	1566589	1567533	+	fruK
test	NC_008463	Chromosome	PA14_18275	gene	1567535	1569292	+	fruA
test	NC_008463	Chromosome	PA14_18300	gene	1569445	1570839	-	
test	NC_008463	Chromosome	PA14_18310	gene	1570836	1571249	-	
test	NC_008463	Chromosome	PA14_18320	gene	1571246	1571593	-	
test	NC_008463	Chromosome	PA14_18330	gene	1571590	1573239	-	arnT
test	NC_008463	Chromosome	PA14_18340	gene	1573236	1574123	-	
test	NC_008463	Chromosome	PA14_18350	gene	1574120	1576108	-	fmt
test	NC_008463	Chromosome	PA14_18360	gene	1576105	1577124	-	prmF
test	NC_008463	Chromosome	PA14_18370	gene	1577121	1578269	-	arnB
test	NC_008463	Chromosome	PA14_18380	gene	1578657	1580102	-	algA
test	NC_008463	Chromosome	PA14_18410	gene	1580299	1580949	-	algF
test	NC_008463	Chromosome	PA14_18430	gene	1581022	1582197	-	algJ
test	NC_008463	Chromosome	PA14_18450	gene	1582212	1583774	-	algI
test	NC_008463	Chromosome	PA14_18470	gene	1584016	1585119	-	algL
test	NC_008463	Chromosome	PA14_18480	gene	1585123	1586547	-	algX
test	NC_008463	Chromosome	PA14_18500	gene	1586560	1588191	-	algG
test	NC_008463	Chromosome	PA14_18510	gene	1588212	1589684	-	algE
test	NC_008463	Chromosome	PA14_18520	gene	1589681	1591108	-	algK
test	NC_008463	Chromosome	PA14_18550	gene	1591122	1592291	-	alg44
test	NC_008463	Chromosome	PA14_18565	gene	1592374	1593867	-	alg8
test	NC_008463	Chromosome	PA14_18580	gene	1593998	1595308	-	algD
test	NC_008463	Chromosome	PA14_18590	gene	1596211	1596990	-	
test	NC_008463	Chromosome	PA14_18600	gene	1597097	1598179	-	
test	NC_008463	Chromosome	PA14_18610	gene	1598184	1599101	-	argF
test	NC_008463	Chromosome	PA14_18620	gene	1599380	1599847	+	
test	NC_008463	Chromosome	PA14_18630	gene	1600241	1603228	-	eprS
test	NC_008463	Chromosome	PA14_18640	gene	1603527	1605635	+	
test	NC_008463	Chromosome	PA14_18650	gene	1605748	1606074	+	ydhD
test	NC_008463	Chromosome	PA14_18660	gene	1606157	1607308	+	
test	NC_008463	Chromosome	PA14_18670	gene	1607376	1607852	-	bfrB
test	NC_008463	Chromosome	PA14_18680	gene	1608062	1608283	-	bfd
test	NC_008463	Chromosome	PA14_18690	gene	1608543	1609145	+	ahpC
test	NC_008463	Chromosome	PA14_18700	gene	1609324	1609998	-	rnt
test	NC_008463	Chromosome	PA14_18710	gene	1609995	1611041	-	pyrC
test	NC_008463	Chromosome	PA14_18720	gene	1611174	1612139	+	motY
test	NC_008463	Chromosome	PA14_18740	gene	1612257	1613474	+	argG
test	NC_008463	Chromosome	PA14_18750	gene	1613566	1613952	-	gloA1
test	NC_008463	Chromosome	PA14_18760	gene	1614329	1615486	+	mexE
test	NC_008463	Chromosome	PA14_18780	gene	1615483	1618644	+	mexF
test	NC_008463	Chromosome	PA14_18790	gene	1618641	1620116	+	opmE
test	NC_008463	Chromosome	PA14_18800	gene	1620687	1620881	+	
test	NC_008463	Chromosome	PA14_18810	gene	1621282	1622319	+	
test	NC_008463	Chromosome	PA14_18820	gene	1622352	1623338	+	
test	NC_008463	Chromosome	PA14_18830	gene	1623369	1624802	+	
test	NC_008463	Chromosome	PA14_18850	gene	1624802	1626253	+	
test	NC_008463	Chromosome	PA14_18860	gene	1626303	1627376	+	
test	NC_008463	Chromosome	PA14_18870	gene	1627576	1627755	-	
test	NC_008463	Chromosome	PA14_18880	gene	1627864	1628502	-	nth
test	NC_008463	Chromosome	PA14_18890	gene	1628499	1629215	-	rnfE
test	NC_008463	Chromosome	PA14_18900	gene	1629208	1629852	-	rnfG
test	NC_008463	Chromosome	PA14_18910	gene	1629852	1630886	-	rnfD
test	NC_008463	Chromosome	PA14_18920	gene	1630889	1633213	-	rnfC
test	NC_008463	Chromosome	PA14_18930	gene	1633210	1633776	-	rnfB
test	NC_008463	Chromosome	PA14_18950	gene	1633773	1634357	-	rnfA
test	NC_008463	Chromosome	PA14_18960	gene	1634535	1635233	-	
test	NC_008463	Chromosome	PA14_18970	gene	1635662	1638973	-	pldA
test	NC_008463	Chromosome	PA14_18985	gene	1638977	1641403	-	
test	NC_008463	Chromosome	PA14_19010	gene	1641698	1642135	-	
test	NC_008463	Chromosome	PA14_19020	gene	1642132	1643358	-	
test	NC_008463	Chromosome	PA14_19030	gene	1643445	1644245	-	
test	NC_008463	Chromosome	PA14_19050	gene	1644279	1646315	-	metG
test	NC_008463	Chromosome	PA14_19065	gene	1646446	1647540	+	mrp
test	NC_008463	Chromosome	PA14_19090	gene	1647642	1648208	+	dcd
test	NC_008463	Chromosome	PA14_19100	gene	1648632	1649519	+	rhlA
test	NC_008463	Chromosome	PA14_19110	gene	1649585	1650865	+	rhlB
test	NC_008463	Chromosome	PA14_19120	gene	1650990	1651715	+	rhlR
test	NC_008463	Chromosome	PA14_19130	gene	1651896	1652501	+	rhlI
test	NC_008463	Chromosome	PA14_19140	gene	1652656	1653462	+	pheC
test	NC_008463	Chromosome	PA14_19150	gene	1653556	1654416	+	yigM
test	NC_008463	Chromosome	PA14_19160	gene	1654413	1655312	+	rarD
test	NC_008463	Chromosome	PA14_19170	gene	1655333	1655929	-	yafL
test	NC_008463	Chromosome	PA14_19190	gene	1656387	1658081	+	sfcA
test	NC_008463	Chromosome	PA14_19205	gene	1658203	1658661	-	
test	NC_008463	Chromosome	PA14_19210	gene	1658658	1659200	-	
test	NC_008463	Chromosome	PA14_19230	gene	1659218	1660546	-	ybdG
test	NC_008463	Chromosome	PA14_19270	gene	1660714	1662081	-	
test	NC_008463	Chromosome	PA14_19290	gene	1662267	1663607	+	srmB
test	NC_008463	Chromosome	PA14_19310	gene	1663729	1665444	-	
test	NC_008463	Chromosome	PA14_19320	gene	1665661	1666986	+	
test	NC_008463	Chromosome	PA14_19330	gene	1667115	1667345	-	
test	NC_008463	Chromosome	PA14_19340	gene	1667396	1670152	-	
test	NC_008463	Chromosome	PA14_19350	gene	1670289	1671485	-	
test	NC_008463	Chromosome	PA14_19360	gene	1671482	1673239	-	
test	NC_008463	Chromosome	PA14_19370	gene	1673280	1675049	-	asnB
test	NC_008463	Chromosome	PA14_19380	gene	1675192	1675665	+	
test	NC_008463	Chromosome	PA14_19390	gene	1675921	1676673	-	
test	NC_008463	Chromosome	PA14_19400	gene	1676774	1678738	-	mnmC
test	NC_008463	Chromosome	PA14_19410	gene	1678882	1680372	+	
test	NC_008463	Chromosome	PA14_19430	gene	1680525	1681709	+	
test	NC_008463	Chromosome	PA14_19450	gene	1681838	1682503	+	
test	NC_008463	Chromosome	PA14_19470	gene	1682727	1684298	-	mqoA
test	NC_008463	Chromosome	PA14_19480	gene	1684501	1684710	-	
test	NC_008463	Chromosome	PA14_19490	gene	1684916	1685554	+	lsfA
test	NC_008463	Chromosome	PA14_19500	gene	1685805	1686809	+	ssuA
test	NC_008463	Chromosome	PA14_19510	gene	1686813	1687637	+	ssuC
test	NC_008463	Chromosome	PA14_19520	gene	1687634	1688383	+	ssuB
test	NC_008463	Chromosome	PA14_19530	gene	1688537	1689130	+	ssuE
test	NC_008463	Chromosome	PA14_19540	gene	1689249	1690220	+	ssuA
test	NC_008463	Chromosome	PA14_19560	gene	1690298	1691446	+	ssuD
test	NC_008463	Chromosome	PA14_19570	gene	1691467	1692255	+	ssuC
test	NC_008463	Chromosome	PA14_19580	gene	1692252	1693076	+	ssuB
test	NC_008463	Chromosome	PA14_19590	gene	1693117	1693332	+	ssuF
test	NC_008463	Chromosome	PA14_19600	gene	1693512	1693850	-	
test	NC_008463	Chromosome	PA14_19610	gene	1693902	1694213	-	
test	NC_008463	Chromosome	PA14_19620	gene	1694342	1694713	-	folX
test	NC_008463	Chromosome	PA14_19630	gene	1694715	1695275	-	folE1
test	NC_008463	Chromosome	PA14_19640	gene	1695293	1695997	-	ydgB
test	NC_008463	Chromosome	PA14_19650	gene	1696108	1696665	-	
test	NC_008463	Chromosome	PA14_19660	gene	1696945	1697397	+	mioC
test	NC_008463	Chromosome	PA14_19670	gene	1697536	1698429	-	
test	NC_008463	Chromosome	PA14_19680	gene	1698525	1698914	+	
test	NC_008463	Chromosome	PA14_19690	gene	1698901	1699587	+	
test	NC_008463	Chromosome	PA14_19700	gene	1699716	1700495	+	
test	NC_008463	Chromosome	PA14_19710	gene	1700492	1701388	+	
test	NC_008463	Chromosome	PA14_19720	gene	1701487	1701780	+	
test	NC_008463	Chromosome	PA14_19730	gene	1701896	1702807	+	
test	NC_008463	Chromosome	PA14_19740	gene	1702924	1703694	+	
test	NC_008463	Chromosome	PA14_19750	gene	1703714	1704058	-	
test	NC_008463	Chromosome	PA14_19770	gene	1704093	1705499	-	
test	NC_008463	Chromosome	PA14_19800	gene	1705590	1706333	-	
test	NC_008463	Chromosome	PA14_19810	gene	1706618	1708375	+	
test	NC_008463	Chromosome	PA14_19830	gene	1708432	1709802	+	
test	NC_008463	Chromosome	PA14_19850	gene	1709952	1712435	+	
test	NC_008463	Chromosome	PA14_19860	gene	1712442	1713254	-	
test	NC_008463	Chromosome	PA14_19870	gene	1713500	1714525	+	ldh
test	NC_008463	Chromosome	PA14_19900	gene	1714667	1715764	+	
test	NC_008463	Chromosome	PA14_19910	gene	1715757	1716758	+	pdhB
test	NC_008463	Chromosome	PA14_19920	gene	1716776	1717888	+	
test	NC_008463	Chromosome	PA14_19930	gene	1717889	1718347	-	
test	NC_008463	Chromosome	PA14_19940	gene	1718381	1718965	-	
test	NC_008463	Chromosome	PA14_19950	gene	1719001	1719267	-	
test	NC_008463	Chromosome	PA14_19960	gene	1719477	1719746	+	
test	NC_008463	Chromosome	PA14_19970	gene	1719866	1720084	+	
test	NC_008463	Chromosome	PA14_19990	gene	1720161	1720676	+	
test	NC_008463	Chromosome	PA14_20000	gene	1720741	1721727	+	
test	NC_008463	Chromosome	PA14_20010	gene	1721937	1724612	+	hasR
test	NC_008463	Chromosome	PA14_20020	gene	1724698	1725315	+	hasAp
test	NC_008463	Chromosome	PA14_20030	gene	1725533	1727323	+	hasD
test	NC_008463	Chromosome	PA14_20040	gene	1727320	1728651	+	hasE
test	NC_008463	Chromosome	PA14_20050	gene	1728648	1730003	+	hasF
test	NC_008463	Chromosome	PA14_20060	gene	1729996	1730283	-	
test	NC_008463	Chromosome	PA14_20070	gene	1730458	1730943	+	
test	NC_008463	Chromosome	PA14_20080	gene	1731056	1732027	+	
test	NC_008463	Chromosome	PA14_20100	gene	1732031	1733203	+	
test	NC_008463	Chromosome	PA14_20110	gene	1733200	1734333	+	
test	NC_008463	Chromosome	PA14_20120	gene	1734387	1734728	+	
test	NC_008463	Chromosome	PA14_20130	gene	1734730	1735656	-	yeiE
test	NC_008463	Chromosome	PA14_20140	gene	1735930	1736706	+	fpr
test	NC_008463	Chromosome	PA14_20150	gene	1736789	1737325	-	nosL
test	NC_008463	Chromosome	PA14_20170	gene	1737342	1738169	-	nosY
test	NC_008463	Chromosome	PA14_20180	gene	1738160	1739074	-	nosF
test	NC_008463	Chromosome	PA14_20190	gene	1739071	1740357	-	nosD
test	NC_008463	Chromosome	PA14_20200	gene	1740354	1742264	-	nosZ
test	NC_008463	Chromosome	PA14_20230	gene	1742308	1744455	-	nosR
test	NC_008463	Chromosome	PA14_20240	gene	1744684	1745097	-	
test	NC_008463	Chromosome	PA14_20250	gene	1745158	1745460	+	
test	NC_008463	Chromosome	PA14_20260	gene	1745467	1746162	-	
test	NC_008463	Chromosome	PA14_20270	gene	1746215	1746985	-	rhlG
test	NC_008463	Chromosome	PA14_20280	gene	1747083	1747448	-	
test	NC_008463	Chromosome	PA14_20290	gene	1747602	1747928	-	algZ
test	NC_008463	Chromosome	PA14_20300	gene	1748289	1749125	+	phnC
test	NC_008463	Chromosome	PA14_20320	gene	1749178	1750182	+	phnD
test	NC_008463	Chromosome	PA14_20330	gene	1750250	1751044	+	phnE
test	NC_008463	Chromosome	PA14_20350	gene	1751065	1751787	+	phnF
test	NC_008463	Chromosome	PA14_20360	gene	1751797	1752255	+	phnG
test	NC_008463	Chromosome	PA14_20370	gene	1752255	1752884	+	phnH
test	NC_008463	Chromosome	PA14_20380	gene	1752884	1753984	+	phnI
test	NC_008463	Chromosome	PA14_20390	gene	1753981	1754865	+	phnJ
test	NC_008463	Chromosome	PA14_20400	gene	1754862	1755677	+	phnK
test	NC_008463	Chromosome	PA14_20420	gene	1755728	1756444	+	phnL
test	NC_008463	Chromosome	PA14_20430	gene	1756434	1757597	+	phnM
test	NC_008463	Chromosome	PA14_20440	gene	1757597	1758154	+	phnN
test	NC_008463	Chromosome	PA14_20450	gene	1758145	1758915	+	phnP
test	NC_008463	Chromosome	PA14_20460	gene	1758954	1759139	-	
test	NC_008463	Chromosome	PA14_20470	gene	1759191	1759337	-	
test	NC_008463	Chromosome	PA14_20480	gene	1759426	1759704	-	
test	NC_008463	Chromosome	PA14_20491	gene	1759897	1760415	-	
test	NC_008463	Chromosome	PA14_20500	gene	1760535	1760608	+	
test	NC_008463	Chromosome	PA14_20510	gene	1762508	1763482	+	
test	NC_008463	Chromosome	PA14_20520	gene	1763497	1766208	+	
test	NC_008463	Chromosome	PA14_20530	gene	1766195	1766671	+	
test	NC_008463	Chromosome	PA14_20550	gene	1768003	1768341	-	
